rnn_type,optimizer,learning_rate,momentum,activation,dropout,batch_norm,rnn_units,train_acc,val_acc,train_loss,val_loss,epochs,time_sec
BiGRU,adamw,0.001,0.95,tanh,0.2,True,256,0.8846434354782104,0.7500810623168945,0.29276707768440247,0.7426170110702515,14,30.229493856430054
BiGRU,adamw,0.001,0.95,tanh,0.3333,True,64,0.8648298382759094,0.7628849148750305,0.3338742256164551,0.7066132426261902,21,40.439440965652466
BiGRU,adamw,0.001,0.95,tanh,0.3333,True,128,0.8711507320404053,0.7615883350372314,0.3215956687927246,0.7326589226722717,20,39.05754089355469
BiGRU,adamw,0.001,0.95,tanh,0.3333,True,256,0.9038492441177368,0.7636952996253967,0.24556128680706024,0.8022254109382629,26,49.1361608505249
BiGRU,adamw,0.001,0.95,selu,0.2,True,64,0.8833063244819641,0.756077766418457,0.2881920039653778,0.812520444393158,16,32.56996774673462
BiGRU,adamw,0.001,0.95,selu,0.2,True,128,0.8957860469818115,0.7611020803451538,0.25987449288368225,0.8752499222755432,16,32.831138134002686
BiGRU,adamw,0.001,0.95,selu,0.2,True,256,0.9178687334060669,0.7374392151832581,0.20999763906002045,0.9585418105125427,19,37.84566402435303
BiGRU,adamw,0.001,0.95,selu,0.3333,True,64,0.8670583367347717,0.7614262700080872,0.3270496726036072,0.7553474307060242,20,37.771470069885254
BiGRU,adamw,0.001,0.95,selu,0.3333,True,128,0.8645056486129761,0.7661263942718506,0.33316877484321594,0.704273521900177,17,33.4924738407135
BiGRU,adamw,0.001,0.95,selu,0.3333,True,256,0.9098460078239441,0.760615885257721,0.22960416972637177,0.8410832285881042,26,48.058035135269165
BiGRU,sgd,0.001,0.95,relu,0.2,True,64,0.851418137550354,0.7575364708900452,0.36765021085739136,0.6643732190132141,31,48.70570755004883
BiGRU,sgd,0.001,0.95,relu,0.2,True,128,0.8436385989189148,0.7465153932571411,0.3904694616794586,0.6454337239265442,23,38.13039946556091
BiGRU,sgd,0.001,0.95,relu,0.2,True,256,0.9141409993171692,0.7564019560813904,0.22246088087558746,0.7798901200294495,34,54.89226031303406
BiGRU,sgd,0.001,0.95,relu,0.3333,True,64,0.8067260980606079,0.7549432516098022,0.47691434621810913,0.6130335330963135,28,44.89004468917847
BiGRU,sgd,0.001,0.95,relu,0.3333,True,128,0.8205834627151489,0.7492706775665283,0.43703341484069824,0.6216225028038025,30,48.255457401275635
BiGRU,sgd,0.001,0.95,relu,0.3333,True,256,0.8215964436531067,0.7474878430366516,0.4391724169254303,0.6251187324523926,25,43.15834403038025
BiGRU,sgd,0.001,0.95,tanh,0.2,True,64,0.8653970956802368,0.7635332345962524,0.34274590015411377,0.6619653105735779,36,54.33345150947571
BiGRU,sgd,0.001,0.95,tanh,0.2,True,128,0.8552674055099487,0.7653160691261292,0.3716450333595276,0.6289486289024353,28,45.0564341545105
BiGRU,sgd,0.001,0.95,tanh,0.2,True,256,0.8334683775901794,0.7557536363601685,0.41729801893234253,0.6147654056549072,20,36.09350371360779
BiGRU,sgd,0.001,0.95,tanh,0.3333,True,64,0.8202998638153076,0.7620745301246643,0.4414404332637787,0.62142413854599,37,54.57294750213623
BiGRU,sgd,0.001,0.95,tanh,0.3333,True,128,0.8215964436531067,0.7598055005073547,0.4475959539413452,0.6110267043113708,32,49.27391791343689
BiGRU,sgd,0.001,0.95,tanh,0.3333,True,256,0.8846839666366577,0.7679092288017273,0.29842644929885864,0.6571277379989624,50,73.42314338684082
BiGRU,sgd,0.001,0.95,selu,0.2,True,64,0.8465964198112488,0.7589951157569885,0.3824235796928406,0.652310848236084,31,47.21365666389465
BiGRU,sgd,0.001,0.95,selu,0.2,True,128,0.8040518760681152,0.7575364708900452,0.4749414920806885,0.6032373905181885,18,31.38158345222473
BiGRU,sgd,0.001,0.95,selu,0.2,True,256,0.9397487640380859,0.7640194296836853,0.15938828885555267,0.8796435594558716,48,70.58017063140869
BiGRU,sgd,0.001,0.95,selu,0.3333,True,64,0.7522284984588623,0.7388979196548462,0.5928764939308167,0.6233026385307312,13,24.538374185562134
BiGRU,sgd,0.001,0.95,selu,0.3333,True,128,0.8188816905021667,0.7630469799041748,0.44180119037628174,0.6074516177177429,33,49.84117341041565
