rnn_type,optimizer,learning_rate,momentum,activation,dropout,batch_norm,rnn_units,train_acc,val_acc,train_loss,val_loss,epochs,time_sec
GRU,sgd,0.001,0.95,relu,0.3333,True,128,0.7371556162834167,0.7262560725212097,0.6006686091423035,0.6563408374786377,16,38.26340317726135
GRU,sgd,0.001,0.95,relu,0.3333,True,256,0.7525121569633484,0.728363037109375,0.5196151733398438,0.6490859389305115,19,55.52326798439026
GRU,sgd,0.001,0.95,tanh,0.2,True,64,0.7424229979515076,0.7029173374176025,0.5757489800453186,0.7218478322029114,13,38.29808235168457
GRU,sgd,0.001,0.95,tanh,0.2,True,128,0.7736628651618958,0.7359805703163147,0.4525909423828125,0.6526352167129517,18,50.583648681640625
GRU,sgd,0.001,0.95,tanh,0.2,True,256,0.798176646232605,0.7293354868888855,0.39144593477249146,0.6875415444374084,19,55.92018389701843
GRU,sgd,0.001,0.95,tanh,0.3333,True,64,0.7469205856323242,0.7358185052871704,0.539097785949707,0.6570844054222107,23,61.50867772102356
GRU,sgd,0.001,0.95,tanh,0.3333,True,128,0.7324554324150085,0.7158833146095276,0.6587823033332825,0.6796648502349854,13,39.440269947052
GRU,sgd,0.001,0.95,tanh,0.3333,True,256,0.729538083076477,0.7158833146095276,0.6646239161491394,0.6808358430862427,12,38.454370975494385
GRU,sgd,0.001,0.95,selu,0.2,True,64,0.7627633810043335,0.6899513602256775,0.4977908134460449,0.8102025389671326,18,49.71543002128601
GRU,sgd,0.001,0.95,selu,0.2,True,128,0.7707050442695618,0.7564019560813904,0.4672299921512604,0.6295899748802185,16,45.63896131515503
GRU,sgd,0.001,0.95,selu,0.2,True,256,0.774473249912262,0.7588330507278442,0.46110835671424866,0.6291066408157349,15,45.838284730911255
GRU,sgd,0.001,0.95,selu,0.3333,True,64,0.7335899472236633,0.7213938236236572,0.6206242442131042,0.6794310212135315,16,45.94357466697693
GRU,sgd,0.001,0.95,selu,0.3333,True,128,0.7437601089477539,0.7217180132865906,0.5730010867118835,0.7379114627838135,18,50.60444402694702
GRU,sgd,0.001,0.95,selu,0.3333,True,256,0.7384521961212158,0.6970826387405396,0.6086135506629944,0.7299391627311707,15,46.1888222694397
